age,workclass,education,education_years,marital_status,occupation,relationship,race,sex,hours_per_week,native_region,income
60.0,Private,Graduate,22,Married,Management,Spouse,White,Male,40.0,United-States,>50K
24.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,White,Female,40.0,United-States,<=50K
62.0,Private,Assoc-degree,20,Married,Transport-Production,Ref-person,White,Male,50.0,United-States,>50K
35.0,Private,HS-grad,16,Never-married,Craft-Labor,Ref-person,Other,Male,40.0,United-States,<=50K
31.0,Private,HS-grad,16,Divorced,Sales-Office,Own-child,White,Female,40.0,United-States,<=50K
63.0,Private,HS-grad,16,Widowed,Sales-Office,Ref-person,White,Male,30.0,United-States,<=50K
56.0,Self-Employed,Bachelors,21,Married,Management,Ref-person,White,Female,40.0,United-States,>50K
22.0,Private,No-HS,6,Never-married,Craft-Labor,Not-in-family,White,Male,48.0,Latin-America,<=50K
42.0,Private,Graduate,22,Married,Healthcare-Service,Spouse,White,Female,32.0,United-States,>50K
60.0,Private,No-HS,11,Widowed,Healthcare-Service,Not-in-family,White,Female,40.0,United-States,<=50K
29.0,Government,Bachelors,21,Married,Professional,Spouse,White,Male,45.0,United-States,>50K
66.0,Private,Graduate,22,Married,Management,Spouse,White,Female,20.0,United-States,<=50K
46.0,Private,Some-College,18,Married,Management,Spouse,White,Male,55.0,United-States,>50K
57.0,Private,Bachelors,21,Married,Professional,Spouse,White,Female,20.0,United-States,<=50K
26.0,Other,HS-grad,16,Separated,Craft-Labor,Own-child,White,Male,5.0,United-States,<=50K
29.0,Private,HS-grad,16,Never-married,Healthcare-Service,Ref-person,White,Female,40.0,Latin-America,<=50K
38.0,Private,No-HS,9,Married,Craft-Labor,Spouse,White,Male,50.0,United-States,<=50K
53.0,Private,Assoc-degree,20,Divorced,Sales-Office,Ref-person,Black,Male,60.0,United-States,>50K
38.0,Private,HS-grad,16,Never-married,Craft-Labor,Not-in-family,White,Female,40.0,United-States,<=50K
65.0,Self-Employed,Assoc-degree,20,Married,Transport-Production,Ref-person,White,Male,25.0,United-States,<=50K
47.0,Private,Some-College,19,Married,Healthcare-Service,Ref-person,White,Male,32.0,United-States,>50K
45.0,Private,Some-College,19,Married,Craft-Labor,Ref-person,White,Female,40.0,Latin-America,<=50K
42.0,Private,No-HS,9,Married,Sales-Office,Ref-person,White,Female,42.0,Latin-America,<=50K
51.0,Government,Bachelors,21,Married,Professional,Ref-person,White,Male,40.0,United-States,<=50K
21.0,Private,Bachelors,21,Never-married,Professional,Not-in-family,White,Male,3.0,United-States,<=50K
38.0,Private,Graduate,22,Never-married,Professional,Ref-person,White,Female,40.0,United-States,>50K
60.0,Private,HS-grad,16,Married,Transport-Production,Ref-person,White,Male,50.0,Latin-America,>50K
51.0,Private,Assoc-degree,20,Married,Professional,Ref-person,White,Male,40.0,United-States,<=50K
30.0,Private,Bachelors,21,Married,Professional,Own-child,Black,Male,45.0,United-States,>50K
43.0,Private,Bachelors,21,Married,Sales-Office,Spouse,White,Female,50.0,United-States,>50K
38.0,Government,HS-grad,16,Married,Healthcare-Service,Spouse,White,Male,50.0,United-States,<=50K
65.0,Private,Graduate,22,Married,Management,Ref-person,White,Male,50.0,United-States,>50K
40.0,Government,Graduate,22,Married,Professional,Spouse,White,Female,19.0,United-States,<=50K
35.0,Private,Assoc-degree,20,Married,Sales-Office,Spouse,White,Male,50.0,United-States,>50K
30.0,Private,Graduate,22,Never-married,Professional,Ref-person,White,Female,45.0,United-States,>50K
28.0,Private,Some-College,19,Married,Management,Spouse,White,Male,70.0,United-States,<=50K
70.0,Self-Employed,Bachelors,21,Married,Sales-Office,Ref-person,White,Male,35.0,United-States,>50K
28.0,Private,Bachelors,21,Married,Healthcare-Service,Own-child,Asian,Female,8.0,Asia,<=50K
54.0,Private,Bachelors,21,Married,Healthcare-Service,Spouse,White,Female,28.0,Latin-America,<=50K
48.0,Private,Bachelors,21,Separated,Management,Not-in-family,White,Male,55.0,United-States,<=50K
20.0,Private,Some-College,19,Never-married,Sales-Office,Own-child,White,Female,6.0,United-States,<=50K
52.0,Private,Bachelors,21,Married,Management,Ref-person,White,Female,50.0,United-States,>50K
50.0,Private,HS-grad,16,Never-married,Transport-Production,Ref-person,White,Male,40.0,United-States,>50K
49.0,Private,HS-grad,16,Married,Healthcare-Service,Spouse,White,Female,28.0,Latin-America,<=50K
25.0,Government,HS-grad,16,Never-married,Transport-Production,Not-in-family,White,Male,45.0,United-States,<=50K
61.0,Government,Bachelors,21,Divorced,Professional,Other-relative,White,Female,40.0,United-States,>50K
40.0,Private,Some-College,19,Married,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
40.0,Private,Graduate,22,Married,Professional,Spouse,Asian,Female,40.0,Asia,>50K
59.0,Private,Bachelors,21,Married,Management,Spouse,White,Male,40.0,United-States,>50K
55.0,Self-Employed,Some-College,19,Married,Sales-Office,Ref-person,White,Male,50.0,United-States,<=50K
50.0,Private,Bachelors,21,Married,Professional,Ref-person,Asian,Male,40.0,Asia,>50K
28.0,Private,HS-grad,16,Never-married,Management,Ref-person,Other,Male,53.0,United-States,>50K
62.0,Private,Bachelors,21,Married,Management,Ref-person,White,Female,40.0,United-States,>50K
25.0,Private,Bachelors,21,Never-married,Sales-Office,Unmarried-partner,White,Female,20.0,United-States,<=50K
34.0,Private,HS-grad,16,Married,Craft-Labor,Ref-person,Other,Male,60.0,Latin-America,>50K
34.0,Private,Graduate,22,Divorced,Management,Ref-person,Black,Male,50.0,Africa-Other,>50K
38.0,Private,Assoc-degree,20,Married,Sales-Office,Ref-person,White,Female,30.0,United-States,<=50K
32.0,Private,Bachelors,21,Married,Professional,Ref-person,White,Male,45.0,United-States,>50K
32.0,Private,Bachelors,21,Married,Professional,Spouse,White,Female,60.0,United-States,>50K
61.0,Private,Graduate,22,Married,Management,Ref-person,White,Male,45.0,United-States,>50K
70.0,Private,Graduate,22,Married,Management,Ref-person,White,Male,40.0,United-States,>50K
31.0,Self-Employed,Bachelors,21,Never-married,Management,Not-in-family,White,Female,40.0,United-States,<=50K
48.0,Private,HS-grad,16,Married,Sales-Office,Spouse,White,Female,40.0,United-States,<=50K
61.0,Private,HS-grad,16,Married,Transport-Production,Ref-person,White,Male,30.0,United-States,<=50K
32.0,Private,HS-grad,16,Never-married,Craft-Labor,Not-in-family,White,Male,50.0,United-States,<=50K
34.0,Government,Graduate,22,Married,Professional,Ref-person,Black,Female,16.0,Latin-America,<=50K
72.0,Private,No-HS,14,Divorced,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
19.0,Private,No-HS,14,Never-married,Transport-Production,Not-in-family,White,Male,20.0,United-States,<=50K
57.0,Private,Graduate,22,Married,Sales-Office,Ref-person,White,Male,45.0,United-States,>50K
59.0,Private,No-HS,14,Married,Sales-Office,Ref-person,White,Female,40.0,United-States,<=50K
50.0,Private,Graduate,23,Married,Sales-Office,Ref-person,White,Female,30.0,United-States,<=50K
39.0,Private,Assoc-degree,20,Married,Professional,Ref-person,White,Male,55.0,United-States,>50K
33.0,Government,Graduate,22,Divorced,Professional,Ref-person,White,Female,40.0,United-States,>50K
45.0,Self-Employed,Bachelors,21,Married,Sales-Office,Other-relative,White,Male,40.0,United-States,<=50K
32.0,Private,Assoc-degree,20,Married,Management,Ref-person,White,Male,40.0,United-States,>50K
55.0,Private,HS-grad,16,Married,Professional,Spouse,White,Male,40.0,United-States,<=50K
24.0,Private,Bachelors,21,Never-married,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
18.0,Private,Some-College,19,Never-married,Sales-Office,Not-in-family,White,Male,20.0,United-States,<=50K
49.0,Private,HS-grad,16,Married,Transport-Production,Ref-person,White,Male,40.0,Latin-America,>50K
51.0,Private,Bachelors,21,Divorced,Professional,Other-relative,White,Female,50.0,United-States,>50K
29.0,Private,HS-grad,16,Divorced,Management,Ref-person,Black,Male,40.0,United-States,<=50K
61.0,Private,No-HS,1,Divorced,Sales-Office,Other-relative,White,Male,48.0,Latin-America,<=50K
36.0,Self-Employed,HS-grad,16,Married,Transport-Production,Ref-person,White,Male,60.0,Latin-America,<=50K
31.0,Private,HS-grad,16,Married,Craft-Labor,Other-relative,White,Female,40.0,United-States,<=50K
57.0,Private,Some-College,19,Married,Healthcare-Service,Spouse,White,Female,40.0,United-States,>50K
30.0,Private,Some-College,17,Divorced,Sales-Office,Ref-person,White,Female,40.0,United-States,<=50K
30.0,Private,Bachelors,21,Never-married,Management,Ref-person,White,Female,40.0,United-States,>50K
38.0,Private,Bachelors,21,Divorced,Professional,Ref-person,Asian,Female,40.0,Asia,>50K
45.0,Government,Bachelors,21,Married,Management,Ref-person,Black,Female,40.0,United-States,>50K
44.0,Private,Assoc-degree,20,Married,Healthcare-Service,Ref-person,White,Male,25.0,United-States,<=50K
42.0,Self-Employed,Some-College,19,Married,Transport-Production,Spouse,White,Male,40.0,United-States,>50K
42.0,Private,Bachelors,21,Married,Management,Other-relative,White,Female,60.0,United-States,<=50K
66.0,Government,No-HS,6,Married,Healthcare-Service,Spouse,Other,Male,20.0,Latin-America,<=50K
36.0,Private,Bachelors,21,Married,Professional,Ref-person,White,Male,40.0,United-States,>50K
33.0,Private,HS-grad,16,Married,Transport-Production,Ref-person,White,Male,40.0,Latin-America,<=50K
69.0,Private,Assoc-degree,20,Never-married,Sales-Office,Ref-person,Black,Female,8.0,United-States,<=50K
33.0,Government,Bachelors,21,Married,Professional,Ref-person,White,Female,40.0,United-States,>50K
63.0,Government,Bachelors,21,Married,Craft-Labor,Ref-person,White,Male,29.0,United-States,<=50K
35.0,Private,Some-College,19,Never-married,Sales-Office,Ref-person,White,Male,47.0,United-States,>50K
29.0,Private,HS-grad,16,Married,Sales-Office,Ref-person,White,Female,40.0,United-States,<=50K
23.0,Private,Some-College,19,Never-married,Healthcare-Service,Own-child,White,Male,20.0,United-States,<=50K
58.0,Private,Graduate,22,Married,Sales-Office,Spouse,White,Male,40.0,United-States,>50K
42.0,Self-Employed,HS-grad,16,Married,Management,Spouse,White,Female,4.0,United-States,<=50K
26.0,Private,Bachelors,21,Never-married,Sales-Office,Ref-person,White,Female,50.0,United-States,<=50K
17.0,Private,No-HS,13,Never-married,Sales-Office,Not-in-family,White,Male,12.0,United-States,<=50K
17.0,Private,No-HS,14,Never-married,Sales-Office,Own-child,White,Female,8.0,United-States,<=50K
30.0,Private,Some-College,19,Divorced,Transport-Production,Ref-person,White,Male,48.0,United-States,>50K
32.0,Private,Some-College,19,Never-married,Transport-Production,Ref-person,Other,Male,40.0,United-States,<=50K
25.0,Private,Some-College,17,Never-married,Craft-Labor,Ref-person,Black,Female,45.0,United-States,<=50K
71.0,Private,HS-grad,16,Married,Healthcare-Service,Ref-person,White,Male,15.0,United-States,<=50K
23.0,Private,HS-grad,16,Never-married,Craft-Labor,Own-child,White,Male,48.0,United-States,<=50K
45.0,Private,HS-grad,16,Never-married,Craft-Labor,Own-child,White,Male,50.0,United-States,<=50K
24.0,Government,Some-College,18,Never-married,Transport-Production,Unmarried-partner,White,Male,72.0,United-States,<=50K
28.0,Private,Bachelors,21,Never-married,Healthcare-Service,Own-child,White,Female,38.0,United-States,<=50K
28.0,Government,Some-College,19,Married,Transport-Production,Ref-person,White,Male,40.0,Europe,>50K
21.0,Private,Assoc-degree,20,Never-married,Sales-Office,Own-child,White,Female,17.0,United-States,<=50K
31.0,Private,Graduate,22,Married,Management,Spouse,White,Male,40.0,United-States,>50K
36.0,Private,Some-College,18,Married,Professional,Ref-person,White,Female,50.0,United-States,<=50K
34.0,Government,Graduate,22,Married,Management,Ref-person,White,Male,40.0,United-States,>50K
65.0,Self-Employed,Bachelors,21,Married,Sales-Office,Ref-person,Other,Male,40.0,United-States,>50K
24.0,Private,Assoc-degree,20,Married,Sales-Office,Ref-person,White,Male,32.0,United-States,<=50K
33.0,Self-Employed,Some-College,19,Married,Craft-Labor,Spouse,Other,Male,40.0,Latin-America,<=50K
43.0,Government,Bachelors,21,Married,Healthcare-Service,Ref-person,White,Male,55.0,United-States,>50K
39.0,Private,HS-grad,16,Married,Transport-Production,Ref-person,Other,Female,20.0,Latin-America,<=50K
45.0,Private,Bachelors,21,Never-married,Craft-Labor,Own-child,White,Female,55.0,Latin-America,>50K
37.0,Private,HS-grad,16,Married,Craft-Labor,Spouse,White,Female,50.0,United-States,<=50K
64.0,Private,Some-College,19,Divorced,Craft-Labor,Ref-person,Black,Female,25.0,United-States,<=50K
60.0,Private,Bachelors,21,Separated,Craft-Labor,Other-relative,Other,Female,40.0,Latin-America,<=50K
20.0,Government,HS-grad,16,Never-married,Management,Own-child,Other,Male,25.0,United-States,<=50K
18.0,Private,Some-College,19,Never-married,Sales-Office,Own-child,Black,Female,20.0,United-States,<=50K
67.0,Private,No-HS,12,Married,Sales-Office,Spouse,White,Male,40.0,Latin-America,<=50K
75.0,Private,Some-College,19,Divorced,Sales-Office,Ref-person,White,Female,7.0,United-States,<=50K
64.0,Private,Some-College,18,Widowed,Professional,Ref-person,Black,Female,78.0,United-States,<=50K
59.0,Private,HS-grad,16,Married,Management,Spouse,White,Male,40.0,United-States,>50K
43.0,Government,Assoc-degree,20,Never-married,Healthcare-Service,Ref-person,White,Male,56.0,United-States,>50K
55.0,Private,Bachelors,21,Divorced,Sales-Office,Ref-person,Black,Female,50.0,United-States,<=50K
55.0,Private,Assoc-degree,20,Married,Sales-Office,Ref-person,White,Female,40.0,United-States,>50K
73.0,Government,Some-College,19,Married,Craft-Labor,Ref-person,White,Male,36.0,United-States,>50K
40.0,Self-Employed,Graduate,22,Never-married,Transport-Production,Not-in-family,White,Male,70.0,Latin-America,<=50K
21.0,Private,Some-College,19,Never-married,Professional,Unmarried-partner,White,Male,32.0,United-States,<=50K
30.0,Government,Assoc-degree,20,Never-married,Healthcare-Service,Own-child,Other,Female,30.0,United-States,>50K
26.0,Private,HS-grad,16,Divorced,Transport-Production,Own-child,White,Male,38.0,United-States,<=50K
17.0,Private,No-HS,14,Never-married,Transport-Production,Other-relative,Black,Male,20.0,United-States,<=50K
35.0,Private,No-HS,9,Married,Craft-Labor,Ref-person,White,Male,60.0,Latin-America,>50K
58.0,Private,Some-College,19,Married,Sales-Office,Ref-person,White,Female,40.0,United-States,<=50K
21.0,Private,Some-College,19,Never-married,Sales-Office,Own-child,Black,Male,20.0,United-States,<=50K
60.0,Private,Some-College,17,Divorced,Management,Ref-person,Other,Male,40.0,United-States,>50K
33.0,Private,Assoc-degree,20,Married,Craft-Labor,Ref-person,Asian,Male,40.0,Asia,>50K
59.0,Private,Bachelors,21,Divorced,Professional,Ref-person,White,Female,40.0,United-States,>50K
55.0,Private,Graduate,22,Married,Professional,Spouse,Asian,Female,40.0,Asia,>50K
42.0,Private,No-HS,12,Married,Transport-Production,Own-child,White,Female,40.0,Latin-America,<=50K
39.0,Private,HS-grad,16,Married,Sales-Office,Spouse,White,Male,40.0,United-States,<=50K
53.0,Private,HS-grad,16,Married,Management,Ref-person,White,Female,24.0,United-States,<=50K
56.0,Private,No-HS,15,Never-married,Craft-Labor,Ref-person,White,Male,40.0,Latin-America,<=50K
35.0,Private,HS-grad,16,Married,Sales-Office,Spouse,White,Female,24.0,United-States,<=50K
54.0,Private,HS-grad,16,Married,Transport-Production,Ref-person,Black,Male,42.0,United-States,<=50K
46.0,Private,Some-College,18,Married,Transport-Production,Ref-person,White,Male,45.0,United-States,<=50K
33.0,Private,Assoc-degree,20,Married,Healthcare-Service,Other-relative,White,Female,40.0,United-States,<=50K
38.0,Private,No-HS,13,Married,Transport-Production,Ref-person,White,Male,70.0,United-States,>50K
36.0,Private,HS-grad,16,Married,Sales-Office,Ref-person,White,Female,40.0,United-States,<=50K
63.0,Self-Employed,HS-grad,16,Divorced,Craft-Labor,Ref-person,White,Female,50.0,United-States,>50K
29.0,Private,Some-College,19,Never-married,Transport-Production,Ref-person,White,Male,75.0,United-States,<=50K
59.0,Private,HS-grad,16,Married,Craft-Labor,Spouse,White,Female,30.0,United-States,<=50K
43.0,Private,Some-College,18,Married,Sales-Office,Spouse,White,Male,48.0,Europe,<=50K
44.0,Private,HS-grad,16,Married,Healthcare-Service,Ref-person,White,Female,40.0,Latin-America,<=50K
46.0,Private,Graduate,22,Married,Management,Spouse,White,Male,50.0,Latin-America,>50K
22.0,Private,HS-grad,16,Never-married,Craft-Labor,Own-child,White,Male,40.0,United-States,<=50K
20.0,Private,Some-College,19,Never-married,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
33.0,Private,HS-grad,16,Divorced,Sales-Office,Own-child,White,Male,40.0,United-States,<=50K
56.0,Government,Some-College,17,Married,Craft-Labor,Ref-person,White,Male,40.0,United-States,<=50K
66.0,Private,HS-grad,16,Married,Sales-Office,Spouse,White,Male,60.0,United-States,>50K
23.0,Private,HS-grad,16,Never-married,Craft-Labor,Not-in-family,White,Male,40.0,United-States,<=50K
59.0,Private,Some-College,17,Never-married,Transport-Production,Own-child,Other,Female,40.0,United-States,<=50K
68.0,Self-Employed,HS-grad,16,Married,Craft-Labor,Ref-person,White,Male,40.0,United-States,<=50K
26.0,Government,Bachelors,21,Never-married,Healthcare-Service,Own-child,White,Female,80.0,United-States,<=50K
32.0,Private,Some-College,19,Never-married,Healthcare-Service,Ref-person,White,Female,40.0,United-States,<=50K
62.0,Self-Employed,No-HS,15,Married,Professional,Ref-person,White,Male,70.0,Latin-America,<=50K
66.0,Private,Bachelors,21,Married,Management,Ref-person,Asian,Female,40.0,United-States,>50K
18.0,Private,No-HS,14,Never-married,Sales-Office,Own-child,White,Female,12.0,United-States,<=50K
36.0,Private,HS-grad,16,Married,Management,Spouse,White,Male,40.0,United-States,>50K
46.0,Private,No-HS,9,Married,Sales-Office,Spouse,White,Female,30.0,Latin-America,<=50K
54.0,Private,Some-College,19,Never-married,Craft-Labor,Ref-person,White,Male,20.0,United-States,<=50K
55.0,Self-Employed,No-HS,1,Married,Craft-Labor,Spouse,Asian,Male,40.0,Asia,<=50K
54.0,Self-Employed,Some-College,19,Married,Sales-Office,Spouse,White,Male,50.0,Latin-America,<=50K
21.0,Private,HS-grad,16,Never-married,Craft-Labor,Own-child,White,Female,40.0,United-States,<=50K
56.0,Government,Some-College,19,Married,Healthcare-Service,Spouse,Black,Male,50.0,Europe,>50K
51.0,Private,HS-grad,16,Married,Craft-Labor,Ref-person,White,Male,60.0,United-States,>50K
39.0,Private,HS-grad,16,Married,Transport-Production,Spouse,Other,Male,50.0,United-States,<=50K
48.0,Private,Graduate,22,Divorced,Healthcare-Service,Ref-person,White,Female,55.0,United-States,>50K
31.0,Government,Bachelors,21,Never-married,Professional,Ref-person,White,Male,40.0,United-States,>50K
60.0,Private,No-HS,10,Widowed,Craft-Labor,Ref-person,White,Female,45.0,United-States,<=50K
28.0,Private,HS-grad,16,Divorced,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
42.0,Private,Bachelors,21,Married,Management,Ref-person,White,Male,50.0,United-States,>50K
92.0,Self-Employed,HS-grad,16,Widowed,Management,Not-in-family,White,Female,50.0,Europe,>50K
35.0,Private,Some-College,18,Divorced,Transport-Production,Own-child,White,Male,40.0,United-States,>50K
70.0,Private,Some-College,18,Never-married,Transport-Production,Not-in-family,White,Male,40.0,United-States,<=50K
28.0,Private,Bachelors,21,Never-married,Management,Own-child,White,Female,40.0,United-States,<=50K
83.0,Self-Employed,No-HS,12,Widowed,Sales-Office,Ref-person,White,Female,8.0,United-States,<=50K
26.0,Government,Bachelors,21,Married,Management,Spouse,White,Male,40.0,Europe,>50K
19.0,Private,Some-College,18,Never-married,Healthcare-Service,Ref-person,Other,Male,50.0,United-States,<=50K
52.0,Private,Some-College,17,Married,Transport-Production,Spouse,White,Male,45.0,United-States,>50K
52.0,Private,Assoc-degree,20,Separated,Transport-Production,Other-relative,White,Male,50.0,Latin-America,>50K
49.0,Private,Bachelors,21,Married,Craft-Labor,Spouse,White,Male,40.0,United-States,>50K
52.0,Private,Some-College,19,Married,Management,Spouse,White,Female,40.0,United-States,<=50K
60.0,Private,Bachelors,21,Married,Management,Ref-person,White,Male,50.0,Africa-Other,>50K
57.0,Private,HS-grad,16,Married,Sales-Office,Spouse,White,Male,40.0,United-States,>50K
39.0,Government,Some-College,17,Divorced,Craft-Labor,Ref-person,White,Male,40.0,Latin-America,<=50K
33.0,Private,Assoc-degree,20,Married,Sales-Office,Ref-person,White,Male,55.0,United-States,>50K
30.0,Private,Some-College,19,Never-married,Craft-Labor,Not-in-family,White,Male,40.0,United-States,<=50K
19.0,Private,HS-grad,16,Never-married,Craft-Labor,Own-child,White,Male,20.0,United-States,<=50K
63.0,Self-Employed,Graduate,23,Divorced,Healthcare-Service,Ref-person,Other,Male,40.0,Asia,>50K
55.0,Government,Some-College,18,Married,Craft-Labor,Ref-person,White,Female,40.0,United-States,<=50K
18.0,Private,Assoc-degree,20,Never-married,Craft-Labor,Not-in-family,White,Female,20.0,United-States,<=50K
60.0,Private,Some-College,19,Married,Sales-Office,Ref-person,White,Male,50.0,United-States,>50K
47.0,Private,Bachelors,21,Married,Sales-Office,Ref-person,White,Male,45.0,United-States,>50K
54.0,Government,Bachelors,21,Divorced,Professional,Ref-person,White,Female,40.0,United-States,<=50K
20.0,Private,Assoc-degree,20,Never-married,Craft-Labor,Own-child,White,Male,40.0,United-States,<=50K
54.0,Private,HS-grad,16,Married,Transport-Production,Not-in-family,White,Male,70.0,Latin-America,<=50K
32.0,Private,Assoc-degree,20,Never-married,Transport-Production,Ref-person,Asian,Male,60.0,Asia,>50K
52.0,Private,Some-College,18,Married,Sales-Office,Ref-person,White,Female,30.0,United-States,<=50K
48.0,Private,Bachelors,21,Married,Management,Spouse,White,Male,62.0,United-States,>50K
48.0,Private,Bachelors,21,Divorced,Sales-Office,Ref-person,White,Male,40.0,United-States,>50K
68.0,Self-Employed,Graduate,23,Married,Healthcare-Service,Ref-person,White,Male,80.0,United-States,>50K
65.0,Self-Employed,Some-College,19,Married,Craft-Labor,Ref-person,White,Female,20.0,United-States,<=50K
49.0,Private,Assoc-degree,20,Married,Healthcare-Service,Spouse,White,Female,15.0,United-States,<=50K
34.0,Private,Some-College,19,Married,Craft-Labor,Spouse,Other,Female,40.0,United-States,<=50K
51.0,Private,Graduate,22,Married,Professional,Ref-person,White,Female,10.0,United-States,<=50K
51.0,Private,Some-College,17,Married,Transport-Production,Ref-person,White,Female,25.0,Latin-America,<=50K
49.0,Private,Graduate,22,Married,Professional,Ref-person,White,Male,55.0,United-States,>50K
26.0,Private,No-HS,12,Never-married,Craft-Labor,Not-in-family,White,Male,40.0,Latin-America,<=50K
57.0,Private,No-HS,12,Married,Management,Ref-person,Other,Male,52.0,Latin-America,<=50K
52.0,Private,Bachelors,21,Married,Management,Ref-person,Other,Female,50.0,Latin-America,>50K
63.0,Private,HS-grad,16,Married,Transport-Production,Spouse,White,Female,38.0,United-States,<=50K
38.0,Private,Some-College,19,Married,Management,Ref-person,White,Male,50.0,United-States,>50K
55.0,Private,Graduate,22,Married,Professional,Ref-person,Asian,Male,40.0,Asia,>50K
37.0,Private,HS-grad,16,Never-married,Craft-Labor,Own-child,White,Female,50.0,United-States,<=50K
33.0,Private,Assoc-degree,20,Married,Craft-Labor,Spouse,Other,Female,40.0,United-States,<=50K
72.0,Self-Employed,Graduate,22,Widowed,Healthcare-Service,Ref-person,White,Female,25.0,United-States,<=50K
17.0,Private,No-HS,14,Never-married,Sales-Office,Own-child,White,Male,20.0,United-States,<=50K
33.0,Private,Graduate,22,Married,Management,Ref-person,Asian,Female,40.0,Asia,>50K
54.0,Private,HS-grad,16,Married,Sales-Office,Not-in-family,White,Female,40.0,United-States,<=50K
25.0,Private,HS-grad,16,Never-married,Transport-Production,Not-in-family,White,Male,40.0,United-States,<=50K
21.0,Private,HS-grad,16,Never-married,Transport-Production,Own-child,White,Male,45.0,United-States,<=50K
53.0,Private,HS-grad,16,Never-married,Transport-Production,Not-in-family,White,Male,5.0,United-States,<=50K
20.0,Private,Some-College,19,Never-married,Sales-Office,Own-child,White,Female,20.0,United-States,<=50K
36.0,Private,HS-grad,16,Never-married,Transport-Production,Other-relative,Other,Male,40.0,United-States,<=50K
38.0,Private,Bachelors,21,Married,Professional,Other-relative,White,Male,35.0,United-States,<=50K
24.0,Private,Assoc-degree,20,Never-married,Sales-Office,Ref-person,White,Female,35.0,United-States,<=50K
30.0,Private,Some-College,19,Never-married,Management,Ref-person,Black,Female,40.0,United-States,<=50K
52.0,Private,HS-grad,16,Married,Transport-Production,Spouse,Other,Male,40.0,United-States,>50K
55.0,Private,HS-grad,16,Married,Craft-Labor,Ref-person,White,Male,35.0,United-States,>50K
25.0,Private,Some-College,19,Married,Sales-Office,Other-relative,White,Male,40.0,United-States,<=50K
55.0,Private,Some-College,18,Divorced,Sales-Office,Own-child,White,Female,40.0,United-States,<=50K
56.0,Private,No-HS,15,Married,Transport-Production,Ref-person,White,Male,50.0,Latin-America,>50K
28.0,Private,Graduate,22,Never-married,Professional,Ref-person,Other,Female,55.0,United-States,>50K
51.0,Private,Assoc-degree,20,Divorced,Management,Ref-person,White,Female,40.0,United-States,>50K
37.0,Private,Some-College,19,Married,Management,Other-relative,White,Male,35.0,Asia,>50K
42.0,Private,Some-College,18,Married,Transport-Production,Ref-person,Black,Male,72.0,United-States,>50K
29.0,Private,Some-College,19,Never-married,Healthcare-Service,Ref-person,White,Female,40.0,United-States,<=50K
63.0,Private,Some-College,18,Married,Transport-Production,Ref-person,White,Male,42.0,United-States,>50K
30.0,Government,Some-College,19,Never-married,Healthcare-Service,Ref-person,White,Female,40.0,United-States,<=50K
27.0,Private,Some-College,19,Married,Craft-Labor,Ref-person,White,Male,40.0,United-States,<=50K
23.0,Private,Assoc-degree,20,Never-married,Sales-Office,Own-child,Black,Female,40.0,United-States,<=50K
19.0,Private,Some-College,19,Never-married,Professional,Own-child,White,Female,40.0,United-States,<=50K
64.0,Private,Some-College,17,Divorced,Craft-Labor,Unmarried-partner,White,Female,36.0,United-States,<=50K
59.0,Government,Some-College,19,Never-married,Professional,Own-child,White,Female,40.0,United-States,>50K
23.0,Private,HS-grad,16,Never-married,Sales-Office,Own-child,White,Female,25.0,United-States,<=50K
64.0,Government,HS-grad,16,Married,Sales-Office,Ref-person,White,Male,40.0,Latin-America,<=50K
48.0,Private,HS-grad,16,Married,Craft-Labor,Spouse,White,Male,40.0,United-States,>50K
63.0,Private,Some-College,17,Married,Transport-Production,Ref-person,White,Male,55.0,United-States,>50K
44.0,Government,Bachelors,21,Separated,Professional,Ref-person,White,Female,40.0,United-States,<=50K
26.0,Private,Bachelors,21,Never-married,Management,Ref-person,Black,Female,40.0,United-States,>50K
27.0,Private,HS-grad,16,Married,Transport-Production,Spouse,White,Male,40.0,United-States,<=50K
25.0,Government,Bachelors,21,Married,Professional,Ref-person,White,Female,50.0,United-States,<=50K
47.0,Government,Graduate,22,Married,Professional,Ref-person,White,Female,40.0,United-States,>50K
38.0,Private,HS-grad,16,Separated,Healthcare-Service,Ref-person,White,Female,30.0,United-States,<=50K
69.0,Self-Employed,Some-College,19,Widowed,Sales-Office,Ref-person,White,Female,35.0,United-States,<=50K
43.0,Private,No-HS,11,Married,Transport-Production,Spouse,White,Male,40.0,Latin-America,<=50K
67.0,Government,Graduate,22,Married,Professional,Spouse,Black,Female,60.0,United-States,>50K
51.0,Private,No-HS,14,Widowed,Transport-Production,Ref-person,White,Female,40.0,United-States,<=50K
26.0,Private,Some-College,19,Never-married,Transport-Production,Own-child,Black,Male,20.0,United-States,<=50K
28.0,Private,Bachelors,21,Married,Professional,Spouse,White,Female,40.0,United-States,<=50K
33.0,Private,Some-College,18,Never-married,Sales-Office,Unmarried-partner,White,Male,60.0,United-States,<=50K
