"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2024 AN1)","2024-Jan-10 17:08 ± < 00:01","0.01035","0.01035","7.94","7.91","26.6","13 m -   29 m","0"
"(2023 YO1)","2024-Jan-10 17:53 ± < 00:01","0.01743","0.01743","3.07","3.02","25.9","18 m -   39 m","0"
"(2018 BM5)","2024-Jan-10 18:55 ± < 00:01","0.07527","0.07527","7.95","7.94","27.4","8.7 m -   20 m","0"
"(2023 XM16)","2024-Jan-10 21:37 ± < 00:01","0.07038","0.07018","16.91","16.91","22.9","69 m -  150 m","0"
"(2024 AO4)","2024-Jan-10 22:08 ± < 00:01","0.07821","0.07746","9.27","9.26","23.6","50 m -  110 m","0"
"(2024 AY2)","2024-Jan-10 22:52 ±    00:01","0.02139","0.02128","8.39","8.38","27.0","11 m -   24 m","0"
"(2022 BA7)","2024-Jan-10 23:43 ± 6_16:48","0.06237","0.04575","7.72","7.71","30.9","1.8 m -  4.0 m","0"
"(2024 AE4)","2024-Jan-11 00:18 ±    00:24","0.00814","0.00784","8.23","8.19","28.7","4.8 m -   11 m","0"
"(2024 AG2)","2024-Jan-11 03:17 ± < 00:01","0.06374","0.06350","10.34","10.34","23.8","46 m -  100 m","0"
"(2024 AE2)","2024-Jan-11 04:55 ± < 00:01","0.09504","0.09450","16.45","16.45","22.6","81 m -  180 m","0"
"(2024 AM4)","2024-Jan-11 09:50 ± < 00:01","0.00080","0.00080","3.20","1.88","28.7","4.8 m -   11 m","0"
"(2020 AC1)","2024-Jan-11 11:29 ± 2_10:06","0.04939","0.04207","5.32","5.31","28.4","5.6 m -   12 m","0"
"(2024 AB4)","2024-Jan-11 13:28 ± < 00:01","0.03817","0.03808","2.96","2.93","26.1","16 m -   37 m","0"
"(2024 BR1)","2024-Jan-11 14:56 ±    00:15","0.02858","0.02810","14.76","14.75","26.3","15 m -   33 m","0"
"(2024 BZ15)","2024-Jan-11 18:36 ±    10:41","0.01185","0.01148","10.43","10.41","26.4","14 m -   31 m","0"
"(2024 AG4)","2024-Jan-11 21:32 ±    00:11","0.00228","0.00227","11.97","11.87","28.4","5.5 m -   12 m","0"
"(2023 WZ3)","2024-Jan-11 23:30 ± < 00:01","0.04140","0.04140","3.99","3.97","24.6","31 m -   70 m","0"
"(2024 BF2)","2024-Jan-12 00:43 ±    00:02","0.07500","0.07373","7.54","7.54","25.7","19 m -   43 m","0"
"(2024 AR2)","2024-Jan-12 03:45 ± < 00:01","0.00847","0.00845","19.19","19.18","26.4","14 m -   31 m","0"
"(2024 AP)","2024-Jan-12 09:46 ± < 00:01","0.08870","0.08839","20.27","20.27","22.1","100 m -  230 m","0"
"(2017 UN1)","2024-Jan-12 10:10 ±    01:21","0.07179","0.06419","13.04","13.04","24.8","30 m -   67 m","0"
"(2021 RL7)","2024-Jan-13 01:53 ± 1_01:07","0.08118","0.06298","7.63","7.62","28.3","5.9 m -   13 m","0"
"(2024 AP3)","2024-Jan-13 03:14 ± < 00:01","0.08443","0.08443","15.09","15.08","24.4","36 m -   80 m","0"
"(2024 BV)","2024-Jan-13 06:59 ± < 00:01","0.01444","0.01437","18.51","18.50","27.4","8.7 m -   19 m","0"
"(2024 AW2)","2024-Jan-13 12:11 ± < 00:01","0.02801","0.02790","6.74","6.73","26.3","14 m -   32 m","0"
"(2024 AD4)","2024-Jan-13 14:04 ± < 00:01","0.05575","0.05529","13.12","13.12","24.8","29 m -   65 m","0"
"(2024 AR1)","2024-Jan-13 14:28 ± < 00:01","0.02564","0.02555","4.53","4.51","26.1","16 m -   37 m","0"
"(2024 BY1)","2024-Jan-13 17:58 ±    00:10","0.02037","0.02025","13.36","13.35","25.7","19 m -   43 m","0"
"(2017 SM2)","2024-Jan-13 20:52 ± 1_12:16","0.09072","0.08980","7.66","7.65","27.3","9.2 m -   21 m","0"
"(2021 VB2)","2024-Jan-13 21:20 ± 4_05:16","0.07800","0.07799","7.45","7.44","28.3","5.7 m -   13 m","0"
"(2024 AQ4)","2024-Jan-14 00:04 ± < 00:01","0.00832","0.00831","9.79","9.76","25.8","19 m -   42 m","0"
"(2024 BE)","2024-Jan-14 00:33 ± < 00:01","0.07102","0.07044","11.37","11.36","24.0","41 m -   92 m","0"
"(2016 CL18)","2024-Jan-14 04:55 ± 2_00:28","0.09090","0.05672","14.67","14.67","23.9","44 m -   97 m","0"
"(2024 BV1)","2024-Jan-14 10:06 ±    00:06","0.02122","0.02103","11.55","11.54","27.2","9.6 m -   21 m","0"
"(2024 AF3)","2024-Jan-14 16:21 ± < 00:01","0.02248","0.02240","6.74","6.72","27.0","11 m -   24 m","0"
"(2024 BK)","2024-Jan-14 17:34 ± < 00:01","0.02213","0.02205","15.46","15.45","24.7","30 m -   68 m","0"
"(2024 AG3)","2024-Jan-14 18:18 ±    00:03","0.01135","0.01129","9.79","9.77","27.7","7.8 m -   17 m","0"
